county,state,# total covid cases,# covid cases per 100k,# covid deaths,population,# covid deaths per 100k,case_fatality_rate
Macon County,Missouri,3634,24039.161209234637,53,15116,350,0.014584479510608709
Mobile County,Alabama,113300,27419.471939207666,1653,413209,400,0.014589585159232492
Newberry County,South Carolina,13355,34742.45577523413,195,38439,507,0.014601272822154454
Graham County,Arizona,12051,31029.688183948296,176,38836,453,0.014604597007679056
Vermilion Parish,Louisiana,15334,25766.66498630505,224,59510,376,0.014608060423842049
Eaton County,Michigan,27518,24955.562810606883,402,110267,364,0.014608619759398866
Greene County,Missouri,69975,23875.244808690964,1023,293085,349,0.014619506945881376
Preston County,West Virginia,9367,28018.06652309165,137,33431,409,0.014625813871828614
Lincoln County,West Virginia,5606,27468.27380077417,82,20408,401,0.0146271848978383
Perry County,Illinois,7509,35900.745840504875,110,20915,525,0.01464908756626598
Lawrence County,Arkansas,5324,32451.542118737045,78,16405,475,0.01465063834239973
Zapata County,Texas,3752,26461.668664927005,55,14178,387,0.014658848223378245
Chowan County,North Carolina,4160,29835.75987950943,61,13942,437,0.01466346118597449
Pittsburg County,Oklahoma,10774,24680.441654831175,158,43653,361,0.01466493396449848
Perry County,Arkansas,2523,24131.99426111908,37,10454,353,0.014665080671221534
Schuyler County,Illinois,1977,29210.992907801417,29,6767,428,0.014668689192276723
Caldwell County,Kentucky,4158,32619.439868204285,61,12746,478,0.014670514317688448
Bollinger County,Missouri,2589,21338.498310393144,38,12132,313,0.014677481086230935
Moniteau County,Missouri,3814,23642.44978923878,56,16131,347,0.014682747386398862
Dickinson County,Michigan,7490,29676.294623400292,110,25238,435,0.014686248135030064
Clark County,Arkansas,5379,24099.462365591397,79,22319,353,0.014686744475055875
Fallon County,Montana,680,23893.18341531975,10,2845,351,0.014705880190311738
Valencia County,New Mexico,18751,24451.022324222824,276,76687,359,0.014719214896703029
Macoupin County,Illinois,12975,28880.826247607176,191,44925,425,0.014720616456873862
Montgomery County,Pennsylvania,158154,19033.71584337748,2329,830914,280,0.014726152980812276
Nicholas County,Kentucky,2105,28958.591278029988,31,7268,426,0.014726840155494528
Adams County,Indiana,7602,21248.288006261006,112,35776,313,0.014732964815404304
Ohio County,West Virginia,11335,27371.954311656325,167,41410,403,0.01473312735127369
Taylor County,Wisconsin,4884,24008.25836897213,72,20342,353,0.014742014440171694
Cumberland County,Kentucky,2238,33837.31478681584,33,6613,499,0.014745307652131024
Randolph County,Alabama,5085,22379.19197253763,75,22721,330,0.014749262246818834
Bremer County,Iowa,5559,22180.99114196792,82,25061,327,0.0147508542048776
Barton County,Kansas,6508,25245.354746111174,96,25778,372,0.014751075372601792
Effingham County,Illinois,10711,31495.53046342037,158,34007,464,0.014751190227325272
Lake County,Ohio,49961,21708.110832547613,737,230148,320,0.014751506145290316
Roane County,Tennessee,15794,29586.752088719048,233,53381,436,0.014752437541139436
Dickenson County,Virginia,3321,23194.580248638078,49,14317,342,0.014754591546082758
Titus County,Texas,8673,26482.442748091602,128,32749,390,0.014758445581016424
Harford County,Maryland,39412,15429.003174901445,582,255440,227,0.014767075979988137
Franklin County,Indiana,4400,19333.860620441163,65,22757,285,0.014772726936983479
Stanton County,Nebraska,744,12567.567567567567,11,5919,185,0.014784944249335451
Cumberland County,Illinois,3381,31404.421326397918,50,10765,464,0.014788523667893414
Marion County,Tennessee,8857,30639.637458055142,131,28906,453,0.014790560971089975
Grant County,West Virginia,3786,32728.215767634854,56,11567,484,0.014791336112220388
Dillon County,South Carolina,9729,31920.338593785884,144,30478,472,0.014801109931122316
Renville County,Minnesota,3783,26003.574374484466,56,14547,384,0.01480306595815316
Tippah County,Mississippi,7361,33436.29343629343,109,22014,495,0.014807770482165868
Martin County,Kentucky,3308,29548.90576150067,49,11194,437,0.01481257512658479
Fayette County,Illinois,7155,33534.87064116985,106,21335,496,0.014814814607759404
Elmore County,Alabama,23420,28839.16807250428,347,81208,427,0.014816396179263893
Marion County,Missouri,7961,27903.960743077463,118,28529,413,0.014822258324051521
Mercer County,Ohio,9715,23596.133294471972,144,41171,349,0.014822439373932688
Antrim County,Michigan,4448,19070.48533699194,66,23323,282,0.014838129162811844
Porter County,Indiana,37589,22060.696406458166,558,170388,327,0.014844768376799681
Kinney County,Texas,741,20207.253886010363,11,3666,300,0.014844802315141388
Ouachita Parish,Louisiana,50769,33121.954083729666,754,153278,491,0.014851582629455806
Summit County,Ohio,115094,21273.7956389218,1710,541012,316,0.014857420877841225
Jackson County,Iowa,4644,23890.117804413807,69,19438,354,0.014857880817013763
Swisher County,Texas,2288,30931.45869947276,34,7396,459,0.01486013921065825
Richmond County,North Carolina,12917,28813.937406589484,192,44828,428,0.014864132423440951
Pike County,Missouri,4238,23155.93924161294,63,18301,344,0.01486550224479702
Gibson County,Tennessee,17415,35444.60952923697,259,49132,527,0.01487223649226393
Pima County,Arizona,255688,24414.506545056283,3803,1047278,363,0.01487359593924095
Hempstead County,Arkansas,4571,21228.86866059818,68,21531,315,0.014876394336547924
Leelanau County,Michigan,3697,16989.10895638987,55,21760,252,0.014876926835895947
Cowlitz County,Washington,23312,21079.09180508712,347,110592,313,0.014885037684947503
Jefferson County,Arkansas,18608,27846.282772656534,277,66823,414,0.014886070427310454
Cullman County,Alabama,24649,29425.3175436921,367,83767,438,0.014889042091407187
Klamath County,Oregon,14094,20654.180954893167,210,68237,307,0.01489995732297462
Franklin County,Missouri,22675,21809.805034289726,338,103966,325,0.014906284388505912
Cowley County,Kansas,10194,29202.475077346167,152,34907,435,0.014910731656751702
Crawford County,Indiana,2548,24090.006618133684,38,10576,359,0.01491365718549226
McLennan County,Texas,60473,23564.91818737993,902,256622,351,0.014915747499023123
Henry County,Georgia,46101,19654.16245667438,688,234560,293,0.014923754333043202
Harding County,South Dakota,201,15485.362095531587,3,1297,231,0.014925365708773279
Wexford County,Michigan,7169,21316.64238351521,107,33630,318,0.014925372926135124
McDonough County,Illinois,7303,24604.137187521057,109,29681,367,0.014925372929955183
Pointe Coupee Parish,Louisiana,6297,28978.37091578463,94,21729,432,0.014927743132797473
Drew County,Arkansas,4686,25720.401778363248,70,18218,384,0.014938113210881065
Jefferson County,Oklahoma,1338,22292.569143618795,20,6001,333,0.01494768199195202
Pushmataha County,Oklahoma,2675,24107.786589762076,40,11095,360,0.014953270469036616
Bath County,Kentucky,3210,25680.0,48,12499,384,0.014953270562203408
Perry County,Ohio,8356,23125.034593457687,125,36133,345,0.01495931049593932
East Carroll Parish,Louisiana,2538,36991.6921731526,38,6860,553,0.014972418637808562
Hardin County,Iowa,4140,24575.56690015434,62,16845,368,0.014975845048892631
Wilkes County,North Carolina,17625,25763.02403087178,264,68411,385,0.014978723319269653
Cumberland County,New Jersey,40389,27011.175239254448,605,149526,404,0.014979326017036011
Cannon County,Tennessee,4202,28627.878457555526,63,14677,429,0.014992860185795806
Saline County,Illinois,7935,33778.89404452769,119,23490,506,0.014996849212390053
Hinds County,Mississippi,52682,22723.42995169082,791,231839,341,0.015014615969373571
Pacific County,Washington,3795,16888.433981576254,57,22470,253,0.015019762450072135
Fleming County,Kentucky,3928,26939.167409642687,59,14580,404,0.015020366216385788
Kaufman County,Texas,35680,26205.620106643946,536,136153,393,0.015022421482560479
Accomack County,Virginia,7054,21828.19655898007,106,32315,328,0.015026934859272258
Jersey County,Illinois,6320,29026.776282551782,95,21772,436,0.015031645331777763
Tom Green County,Texas,30865,25893.456375838927,464,119199,389,0.015033209087856117
Hansford County,Texas,1929,35728.83867382848,29,5398,537,0.01503369543630402
Lee County,Virginia,6185,26405.669640951204,93,23422,397,0.01503637809157028
Logan County,Kentucky,8369,30879.639878975722,126,27101,464,0.015055562013913707
Bucks County,Pennsylvania,126504,20135.29215146354,1905,628269,303,0.015058812357665518
Highlands County,Florida,24304,22880.597998512534,366,106220,344,0.015059249444292093
St. Joseph County,Michigan,13812,22655.99370120071,208,60963,341,0.015059368555897998
Wayne County,Kentucky,6107,30034.918605223036,92,20332,452,0.015064679628873758
Florence County,South Carolina,41861,30269.78950489179,631,138292,456,0.015073696244538602
Lake County,Montana,6634,21780.812922713245,100,30457,328,0.01507386169620347
Glasscock County,Texas,199,14123.491838183108,3,1408,213,0.015075369308859644
Breckinridge County,Kentucky,5170,25247.839038921717,78,20476,380,0.01508704032713655
Barbour County,West Virginia,4838,29426.43391521197,73,16440,444,0.015088879390473762
Chester County,South Carolina,10134,31429.10308894678,153,32243,474,0.015097690792404868
LaSalle County,Illinois,29734,27361.98915974197,449,108668,413,0.015100558232661068
Atchison County,Missouri,1390,27027.02702702703,21,5142,408,0.015107912582164562
Raleigh County,West Virginia,23094,31479.94165837434,349,73360,475,0.015112150276642632
Minidoka County,Idaho,4235,20129.283711203003,64,21038,304,0.015112160209866346
Anderson County,Tennessee,22095,28703.006053677673,334,76977,433,0.015116542135702456
Knott County,Kentucky,4233,28589.760907740107,64,14805,432,0.015119300375164176
Des Moines County,Iowa,9192,23589.19085379937,139,38966,356,0.01512184491816966
Oconee County,Georgia,7001,17380.834160873885,106,40279,263,0.015140693970280046
Union County,Oregon,5016,18692.00670765791,76,26834,283,0.015151514849451458
Franklin County,Illinois,12272,31901.01120382646,186,38468,483,0.015156453592271402
Clay County,Illinois,4750,36028.51941747573,72,13183,546,0.015157894417728537
Monroe County,Alabama,5276,25447.354459074908,80,20732,385,0.015163001987054548
Kanawha County,West Virginia,47739,26800.992566975816,724,178123,406,0.01516579732469093
Macon County,North Carolina,7978,22248.870544927213,121,35857,337,0.015166708258125992
Caldwell Parish,Louisiana,3625,36549.70760233918,55,9917,554,0.015172413374554113
Jasper County,Mississippi,4943,30171.5192577672,75,16382,457,0.015172971572466689
Huron County,Ohio,14626,25102.117873202213,222,58265,381,0.015178449233020311
Mellette County,South Dakota,527,25570.11159631247,8,2060,388,0.015180262774143687
Queen Anne's County,Maryland,7244,14378.436315277586,110,50380,218,0.015184980464039474
Hudson County,New Jersey,179135,26641.492821884884,2721,672390,404,0.015189661420052104
Oliver County,North Dakota,329,16794.282797345586,5,1958,255,0.015197563769737457
Baca County,Colorado,855,23876.01228707065,13,3580,363,0.015204676584248353
Wilson County,Kansas,2828,33173.02052785923,43,8524,504,0.015205091400102849
Martin County,North Carolina,6112,27237.076648841357,93,22439,414,0.015215968337435073
Greene County,Virginia,4074,20556.032090418284,62,19818,312,0.015218458143876824
Jasper County,Missouri,34597,28515.264407226692,527,121327,434,0.015232534568799218
Cerro Gordo County,Iowa,11156,26280.32979976443,170,42449,400,0.01523843657907461
Mason County,Texas,787,18413.664014974263,12,4273,280,0.015247774428491179
DeWitt County,Texas,6486,32172.619047619046,99,20159,491,0.015263644538025832
Hardeman County,Tennessee,7595,30319.36127744511,116,25049,463,0.01527320585552066
Silver Bow County,Montana,8511,24376.342546183587,130,34914,372,0.015274350660623305
Humphreys County,Tennessee,4841,26052.093423743405,74,18581,398,0.01528609759789098
Calhoun County,Mississippi,4641,32316.69103822854,71,14360,494,0.015298426733496514
Nueces County,Texas,82962,22899.08196105925,1270,362293,350,0.015308213380453444
Lawrence County,Kentucky,4503,29398.707318665536,69,15316,450,0.015323117581098876
Chaves County,New Mexico,21405,33126.98289870773,328,64614,507,0.015323522469873755
Guadalupe County,New Mexico,1109,25790.697674418607,17,4299,395,0.015329123955895045
Chippewa County,Minnesota,3128,26508.474576271186,48,11799,406,0.015345268051621865
Madison County,Arkansas,3975,23980.45366795367,61,16575,368,0.015345911563624866
Washington County,Kentucky,3967,32798.67713931377,61,12094,504,0.015376858699852313
Montgomery County,Indiana,10665,27818.352548385414,164,38337,427,0.015377402574989193
Anson County,North Carolina,6567,26863.290517876136,101,24445,413,0.015379929718594034
Berks County,Pennsylvania,103652,24610.84043270555,1595,421163,378,0.015388029159699735
Lancaster County,Pennsylvania,122794,22501.117781149445,1890,545723,346,0.015391631500405857
Logan County,Kansas,844,30207.587687902647,13,2793,465,0.015402841776914481
Mitchell County,Kansas,1428,23883.59257400903,22,5978,368,0.015406161386123152
Blaine County,Montana,2077,31088.160455021705,32,6680,479,0.015406836042039669
Pocahontas County,West Virginia,2077,25184.915726931005,32,8246,388,0.015406836042039669
Burnet County,Texas,11095,23040.182743225003,171,48154,355,0.015412347765548918
St. Francois County,Missouri,19070,28371.643234397085,294,67214,437,0.015416885079093418
Dickson County,Tennessee,15889,29452.435678801812,245,53947,454,0.01541947249405581
Fayette County,Ohio,7846,27505.6967572305,121,28524,424,0.015421870820521657
Beauregard Parish,Louisiana,9271,24724.644638237725,143,37496,381,0.015424441641414717
Mississippi County,Arkansas,13608,33475.191262207576,210,40650,516,0.015432098652027494
Talbot County,Maryland,5701,15333.10023936957,88,37180,236,0.015435888169866897
Mingo County,West Virginia,7968,34016.39344262295,123,23423,525,0.015436746794217535
Citrus County,Florida,29988,20037.81981464282,463,149656,309,0.015439509085502503
Yell County,Arkansas,6859,32140.012183121693,106,21340,496,0.0154541476096494
Mineral County,Montana,1100,25017.05708437571,17,4396,386,0.015454544049586905
Washington County,Virginia,13910,25883.885374023073,215,53739,400,0.015456505999593775
Curry County,New Mexico,12797,26140.866936307557,198,48953,404,0.015472376217297992
Johnston County,Oklahoma,3037,27397.38385205232,47,11084,424,0.015475797975772209
Mercer County,West Virginia,17177,29233.466081214472,266,58757,452,0.015485823976912009
Mille Lacs County,Minnesota,7356,27994.063249229363,114,26276,433,0.015497552807265459
Wood County,West Virginia,22312,26715.199118752844,346,83517,414,0.015507350235266447
Ross County,Ohio,19410,25317.611457490933,301,76665,392,0.015507470296200565
Fayette County,West Virginia,13217,31167.75927934726,205,42405,483,0.015510327491031798
Barnstable County,Massachusetts,37644,17674.069205127,584,212989,274,0.015513760451828286
Powell County,Montana,1869,27126.269956458633,29,6889,420,0.015516318056911822
Pratt County,Kansas,1931,21071.58446093409,30,9163,327,0.015535990909580999
Barnes County,North Dakota,3024,29035.045607297165,47,10414,451,0.015542327528362184
Ward County,Texas,2830,23587.26454409068,44,11997,366,0.015547702630823227
Jennings County,Indiana,6946,25044.168018748875,108,27734,389,0.015548516908313893
Long County,Georgia,2251,11508.76834193977,35,19558,178,0.01554864435590207
Clark County,Nevada,543811,23991.150188709213,8458,2266714,373,0.01555319770737385
Florence County,Wisconsin,1093,25448.195576251455,17,4294,395,0.015553520992358556
Forest County,Pennsylvania,2250,31047.32992962605,35,7246,483,0.01555555486419756
Rockingham County,Virginia,14648,17874.749841362816,228,81947,278,0.01556526477631578
Curry County,Oregon,3340,14569.247546346782,52,22924,226,0.015568861809315514
Mercer County,New Jersey,80988,22041.749448874616,1261,367429,343,0.015570207912813987
Payette County,Idaho,5586,23322.617009728194,87,23950,363,0.015574650634180976
Boyle County,Kentucky,8473,28186.959414504327,132,30059,439,0.015578897491102356
McMinn County,Tennessee,16680,31007.17552143362,260,53793,483,0.015587529882568764
Union County,New Jersey,151057,27151.87268240162,2355,556340,423,0.015590141459455607
Logan County,Arkansas,5130,23898.257709866768,80,21465,372,0.015594541606344218
Lawrence County,Mississippi,3590,28523.756554902273,56,12585,444,0.015598885359362524
Rock Island County,Illinois,33837,23849.1954411858,528,141878,372,0.015604220186174248
Passaic County,New Jersey,149761,29843.212587629976,2337,501825,465,0.015604863739154477
Madison County,North Carolina,5186,23838.198115375777,81,21754,372,0.015618973860027498
Delta County,Michigan,10050,28085.17773306506,157,35783,438,0.015621890391821987
Polk County,Tennessee,4735,28130.941064638784,74,16831,439,0.015628299564344254
Goshen County,Wyoming,3646,27598.21360987056,57,13210,431,0.015633570607965698
Fulton County,Pennsylvania,4153,28582.243633860973,65,14529,447,0.015651336006469153
Lake County,Tennessee,2747,39153.3637400228,43,7015,612,0.015653439546653092
Ramsey County,North Dakota,3638,31582.602656480598,57,11518,494,0.015667948992084964
Frio County,Texas,5935,29227.814439082045,93,20305,458,0.015669755422582046
Sullivan County,Tennessee,45881,28974.789703690607,719,158347,454,0.015670974879207135
Jackson County,Georgia,18569,25445.003220192662,291,72976,398,0.015671280006078515
Custer County,Montana,3062,26854.93773022277,48,11401,421,0.015676028227432127
Crawford County,Arkansas,15884,25110.26447665871,249,63256,393,0.015676152004053437
White County,Tennessee,8229,30093.252879868345,129,27344,471,0.015676266670600722
Clarke County,Virginia,2679,18325.466858198237,42,14618,287,0.015677491016144417
McNairy County,Tennessee,7651,29777.379933058302,120,25693,467,0.015684224079411526
Tillman County,Oklahoma,1530,21103.44827586207,24,7249,331,0.015686273484557287
Bingham County,Idaho,9817,20971.56651214458,154,46810,328,0.01568707328423069
Jackson County,Ohio,8988,27729.614660784257,141,32412,435,0.015687583270053592
Oglala Lakota County,South Dakota,3952,27876.13740565705,62,14176,437,0.01568825871234163
Dunklin County,Missouri,7456,25594.727266485872,117,29130,401,0.015692059875374732
Jasper County,South Carolina,5924,19698.733082831775,93,30072,309,0.015698851861937004
Floyd County,Indiana,18913,24086.24334581391,297,78521,378,0.01570348429279604
Dyer County,Tennessee,12797,34438.49403912915,201,37158,540,0.015706806159984325
Vernon County,Wisconsin,6239,20242.03491012913,98,30821,317,0.015707645204237133
Washington County,Kansas,1400,25897.15131335553,22,5405,407,0.015714284591836814
Sherman County,Oregon,318,17865.16853932584,5,1779,281,0.015723265495828462
Pierce County,Nebraska,1272,17795.18746502518,20,7147,279,0.015723269204145504
Cotton County,Oklahoma,1462,25803.03565125309,23,5665,406,0.01573187306895533
Morgan County,Illinois,9661,28703.428605383564,152,33657,451,0.01573336077286657
Van Buren County,Michigan,17347,22922.420286216417,273,75676,360,0.015737591423660623
Stephenson County,Illinois,11687,26264.101757382356,184,44497,413,0.015743988912946105
Marquette County,Wisconsin,3873,24868.37036085784,61,15573,391,0.015750064142781715
Washington County,Oklahoma,12698,24643.390843635374,200,51526,388,0.015750511767597168
Winnebago County,Iowa,2984,28819.779795248214,47,10353,453,0.015750669713449406
Coffee County,Tennessee,16947,29984.076433121016,267,56519,472,0.015755000792146097
Sheridan County,Montana,698,21093.986098519188,11,3308,332,0.015759310063136096
Montgomery County,Ohio,128090,24091.2416515732,2019,531686,379,0.01576235458212011
Stewart County,Georgia,2220,33529.678296329854,35,6620,528,0.015765765055596168
Poinsett County,Arkansas,8052,34223.05338320299,127,23527,539,0.01577247869135024
Bedford County,Tennessee,14961,30094.7438295818,236,49712,474,0.015774346529146804
Osceola County,Iowa,1394,23397.113125209802,22,5957,369,0.01578192139297551
Crittenden County,Arkansas,14315,29850.901887185904,226,47954,471,0.01578763523725019
Osceola County,Michigan,5067,21598.46547314578,80,23459,341,0.01578843465979012
Washington County,Alabama,3736,22883.743721670955,59,16325,361,0.015792290797850887
Webster County,Iowa,10384,28921.56862745098,164,35903,456,0.015793528353298072
Plymouth County,Iowa,6330,25141.99467768201,100,25176,397,0.01579778806006654
Comal County,Texas,34812,22285.527722474377,550,156208,352,0.015799149673103672
Laurens County,South Carolina,18667,27657.683018979744,295,67492,437,0.015803289142319123
Marshall County,Indiana,12328,26650.525314540188,195,46257,421,0.015817650747747804
Muskegon County,Michigan,40372,23260.315960499178,639,173565,368,0.015827801407342214
Madison County,Missouri,3601,29789.87425545996,57,12087,471,0.015828935966983173
Wise County,Texas,17052,24365.56927297668,270,69983,385,0.0158339196819498
Westmoreland County,Virginia,3284,18229.25339994449,52,18014,288,0.01583434787349732
Coos County,New Hampshire,7136,22608.750752463326,113,31562,358,0.015835201571816122
Weakley County,Tennessee,9525,28579.57273163706,151,33327,453,0.015853018206267527
Lunenburg County,Virginia,2460,20170.54772056412,39,12195,319,0.015853657892127726
Clark County,Wisconsin,7694,22125.72611721401,122,34773,350,0.01585651136136585
Cleveland County,Arkansas,2269,28519.35646053293,36,7955,452,0.01586601957399649
Carroll County,Indiana,4222,20842.178012538876,67,20256,330,0.015869255900775557
Berrien County,Michigan,35344,23040.267012600958,561,153400,365,0.015872566727386357
Clark County,Kansas,504,25275.82748244734,8,1993,401,0.01587301272360859
Ellsworth County,Kansas,2016,33038.34808259587,32,6101,524,0.015873015085663935
Rusk County,Wisconsin,3465,24439.27211172239,55,14177,387,0.01587301541492019
Alcorn County,Mississippi,10080,27277.893540443263,160,36952,432,0.01587301571554548
Corson County,South Dakota,1070,26186.979931473325,17,4085,416,0.01588784898244402
Columbia County,Pennsylvania,15476,23822.42472754141,246,64963,378,0.01589558015058426
Bertie County,North Carolina,4277,22573.494484614977,68,18946,358,0.015898994250666487
Wilcox County,Alabama,2892,27880.07326713583,46,10372,443,0.015905946891218985
Stokes County,North Carolina,11315,24818.49487837512,180,45590,394,0.015908086470100873
McCurtain County,Oklahoma,8108,24695.41910331384,129,32831,392,0.01591021193993325
Taylor County,West Virginia,4585,27463.312368972747,73,16694,437,0.015921482749804084
Prince of Wales-Hyder Census Area,Alaska,251,4046.429147186845,4,6202,64,0.015936248630976643
Crawford County,Pennsylvania,20080,23727.091186236397,320,84628,378,0.01593625490071586
Graves County,Kentucky,11355,30470.133633875383,181,37265,485,0.015940114346630434
Kanabec County,Minnesota,3575,21882.842627165333,57,16336,348,0.015944055498068377
Caddo County,Oklahoma,8278,28781.030526388986,132,28761,458,0.015945880454869773
Covington County,Mississippi,7086,38023.180940115904,113,18635,606,0.015946937398434415
Paulding County,Ohio,4639,24844.687232219367,74,18671,396,0.015951713387546595
Craig County,Virginia,1128,21984.018709803157,18,5130,350,0.015957445393843493
Colbert County,Alabama,16356,29608.443004290293,261,55240,472,0.01595744671094738
Branch County,Michigan,11404,26205.85058712687,182,43516,418,0.01595931238197727
Hill County,Montana,4574,27748.11938849794,73,16483,442,0.015959772278973057
Reeves County,Texas,4636,29018.527791687527,74,15975,463,0.015962035893830114
Letcher County,Kentucky,7140,33127.63884378045,114,21552,528,0.01596638633100299
Richland County,Ohio,31806,26252.53809201512,508,121153,419,0.01597182916439719
Panola County,Mississippi,10566,30901.965372016846,169,34191,494,0.015994699829692413
Brown County,Ohio,11248,25897.955424571745,180,43431,414,0.01600284480794057
Middlesex County,Connecticut,30049,18498.978059050947,481,162435,296,0.01600718820590639
Carter County,Missouri,1499,25058.508859913072,24,5981,401,0.01601067271443144
Ottawa County,Ohio,8618,21265.885256014804,138,40524,340,0.016012995868960364
Jackson County,Alabama,15049,29150.040677178164,241,51625,466,0.016014353006748933
Sebastian County,Arkansas,32837,25688.62603362357,526,127826,411,0.016018515649972545
Morgan County,West Virginia,4307,24082.979199284277,69,17883,385,0.01602043148315692
Rhea County,Tennessee,9981,30093.164892815144,160,33166,482,0.016030457709343176
Washington County,Texas,9232,25728.777660108135,148,35881,412,0.016031195666906462
Grant Parish,Louisiana,5861,26178.033855911384,94,22388,419,0.016038218460361398
Pawnee County,Oklahoma,4115,25128.236443575966,66,16375,403,0.016038881748751354
McPherson County,Kansas,7852,27510.335645715088,126,28541,441,0.016046866835877905
Lewis County,West Virginia,5359,33689.57062928271,86,15906,540,0.016047769806908568
Lincoln County,Kansas,623,21033.085752869683,10,2961,337,0.016051361789508542
Hancock County,Ohio,17253,22766.319623134477,277,75782,365,0.016055178716425093
Whitfield County,Georgia,27341,26131.6282448293,439,104627,419,0.01605647190645378
Defiance County,Ohio,10275,26977.708929556018,165,38086,433,0.01605839400429787
Pike County,Kentucky,19099,32999.861773446675,307,57875,530,0.01607413992316802
Grainger County,Tennessee,6780,29073.756432247,109,23319,467,0.01607669592807233
Jay County,Indiana,4851,23737.522019964767,78,20435,381,0.016079158604841094
DeKalb County,Tennessee,6279,30644.216691068814,101,20489,492,0.016085363655273712
Isle of Wight County,Virginia,7395,19927.780322832736,119,37108,320,0.016091953805382638
Hickman County,Tennessee,6831,27130.828501072363,110,25177,436,0.016103059345585428
Rio Grande County,Colorado,2856,25348.362474483,46,11266,408,0.01610644201307976
Dauphin County,Pennsylvania,59830,21498.460289113507,964,278298,346,0.016112318208069
Philadelphia County,Pennsylvania,317128,20019.89818593188,5110,1584063,322,0.016113367467989782
Sequatchie County,Tennessee,4218,28071.343005457205,68,15025,452,0.01612138416023271
Perry County,Kentucky,11040,42860.47053342651,178,25757,691,0.01612318825975373
Pulaski County,Kentucky,18157,27942.87385155204,293,64978,450,0.016137026953037245
Chesterfield County,South Carolina,11836,25927.710843373494,191,45649,418,0.016137208380050623
Clinton County,Ohio,10410,24804.61303850553,168,41967,400,0.016138328375232196
Geauga County,Ohio,16413,17526.081431729115,265,93648,282,0.01614573803603401
Oneida County,Wisconsin,8605,24174.743643770194,139,35594,390,0.016153398998798387
Wayne County,Illinois,5320,32809.12735121801,86,16214,530,0.016165413229973436
Newton County,Mississippi,6059,28827.671519649823,98,21017,466,0.01617428591889279
St. Clair County,Missouri,2102,22368.841119506225,34,9396,361,0.016175070591100352
Webster County,Missouri,9025,22795.00909274601,146,39591,368,0.016177285139309862
Kearny County,Kansas,1236,32204.27305888484,20,3837,521,0.016181228464301905
Fayette County,Tennessee,11430,27787.907519509885,185,41132,449,0.016185476673792856
Blount County,Alabama,15005,25948.53526095528,243,57825,420,0.016194601691472167
Lampasas County,Texas,5556,25928.691431771513,90,21427,420,0.01619870381211836
Mississippi County,Missouri,3457,26229.135053110775,56,13179,424,0.016199016019698698
Garrard County,Kentucky,4815,27255.74549983018,78,17665,441,0.016199376610604846
Dickinson County,Kansas,4815,26074.94855409943,78,18465,422,0.016199376610604846
Allen County,Kentucky,6601,30968.801313628897,107,21314,502,0.016209664956678308
Armstrong County,Texas,555,29411.76470588235,9,1886,477,0.016216213294375982
Jefferson County,Illinois,11159,29612.03693875385,181,37683,480,0.016220091260685625
Cloud County,Kansas,2219,25256.089232870476,36,8785,409,0.016223523378840764
West Feliciana Parish,Louisiana,2835,18210.431654676257,46,15567,295,0.016225748986746065
Wichita County,Kansas,493,23265.691363850874,8,2118,377,0.016227177235866686
Spartanburg County,South Carolina,95357,29819.09720593524,1548,319784,484,0.016233732168342403
Auglaize County,Ohio,11642,25499.386718065532,189,45655,413,0.01623432385986666
Essex County,New Jersey,222558,27855.439782220972,3614,798974,452,0.016238463674081154
Bibb County,Alabama,6457,28833.61614718228,105,22393,468,0.01626142146102801
Calaveras County,California,7379,16074.50168826925,120,45904,261,0.01626236595389123
Bottineau County,North Dakota,1598,25437.758675581026,26,6281,413,0.016270336904234236
Saline County,Missouri,6269,27542.726593734897,102,22760,448,0.01627053730626037
Cecil County,Maryland,15903,15461.57211608575,259,102854,251,0.01628623519910561
Custer County,Oklahoma,7920,27307.519911733267,129,29002,444,0.016287878582223754
Clarke County,Iowa,2271,24172.432144757848,37,9394,393,0.016292381493069948
Butler County,Iowa,3252,22522.335341782673,53,14438,367,0.016297662475471632
Reagan County,Texas,859,22317.485061054816,14,3848,363,0.016298019057273683
Montgomery County,Kansas,9448,29683.62185428383,154,31828,483,0.016299745805464165
Jasper County,Indiana,9015,26860.735355461537,147,33561,438,0.016306156225111966
Iroquois County,Illinois,7294,26901.23183595191,119,27113,438,0.01631477904695943
Daviess County,Missouri,1716,20729.644841749214,28,8277,338,0.016317015366141295
Grant County,Kansas,2206,30853.146853146856,36,7149,503,0.0163191289066578
Oregon County,Missouri,2022,19204.102953746795,33,10528,313,0.01632047397030297
Butte County,South Dakota,2757,26435.899894524886,45,10428,431,0.01632208863539758
Harper County,Kansas,1654,30426.784400294335,27,5435,496,0.016324061890927336
Marshall County,South Dakota,796,16129.68591691996,13,4934,263,0.016331656239741678
Mason County,Illinois,3980,29792.64915038551,65,13358,486,0.016331657881114122
Dawson County,Georgia,6184,23686.22644400184,101,26107,386,0.016332470628517615
Polk County,North Carolina,3918,18905.616676317313,64,20723,308,0.016334864309983044
Henry County,Ohio,6485,24013.182255795007,106,27005,392,0.016345412238312842
Bradley County,Arkansas,2997,27845.396264981882,49,10762,455,0.016349682470814732
Washington County,North Carolina,3056,26390.328151986185,50,11579,431,0.0163612560091212
Poweshiek County,Iowa,3728,20146.995244271508,61,18503,329,0.01636266050529344
